ts,dir,result,gate,detail
2025.05.05 13:58:00,L,BLOCK,mtf,
2025.05.05 13:59:00,L,BLOCK,htf_trend,
2025.05.05 14:00:00,L,BLOCK,htf_trend,
2025.05.05 14:01:00,L,BLOCK,htf_trend,
2025.05.05 14:12:00,L,BLOCK,price_pos,px=3314.084,ema25=3318.413
2025.05.05 14:13:00,L,BLOCK,price_pos,px=3315.087,ema25=3318.080
2025.05.05 14:14:00,L,BLOCK,price_pos,px=3316.050,ema25=3317.850
2025.05.05 14:15:00,L,BLOCK,price_pos,px=3314.195,ema25=3317.712
2025.05.05 14:16:00,L,BLOCK,price_pos,px=3314.901,ema25=3317.441
2025.05.05 14:17:00,L,BLOCK,price_pos,px=3312.617,ema25=3317.246
2025.05.05 14:18:00,L,BLOCK,mtf,
2025.05.05 14:19:00,L,BLOCK,htf_trend,
2025.05.05 14:20:00,L,BLOCK,htf_trend,
2025.05.05 14:21:00,L,BLOCK,htf_trend,
2025.05.05 14:22:00,L,BLOCK,htf_trend,
2025.05.05 14:23:00,L,BLOCK,htf_trend,
2025.05.05 14:24:00,L,BLOCK,mtf,
2025.05.05 14:25:00,L,BLOCK,mtf,
2025.05.05 14:28:00,L,BLOCK,mtf,
2025.05.05 14:38:00,L,BLOCK,mtf,
2025.05.05 14:39:00,L,BLOCK,mtf,
2025.05.05 14:40:00,L,BLOCK,mtf,
2025.05.06 00:17:00,L,BLOCK,price_pos,px=3331.370,ema25=3333.181
2025.05.06 00:18:00,L,BLOCK,price_pos,px=3329.683,ema25=3333.041
2025.05.06 00:19:00,L,BLOCK,price_pos,px=3328.794,ema25=3332.783
2025.05.06 00:20:00,L,BLOCK,mtf,
2025.05.06 00:21:00,L,BLOCK,mtf,
2025.05.06 00:22:00,L,BLOCK,mtf,
2025.05.06 00:23:00,L,BLOCK,mtf,
2025.05.06 00:24:00,L,BLOCK,htf_trend,
2025.05.06 00:25:00,L,BLOCK,htf_trend,
2025.05.06 00:26:00,L,BLOCK,htf_trend,
2025.05.06 00:27:00,L,BLOCK,htf_trend,
2025.05.06 00:28:00,L,BLOCK,htf_trend,
2025.05.06 00:29:00,L,BLOCK,htf_trend,
2025.05.06 00:30:00,L,BLOCK,htf_trend,
2025.05.06 00:31:00,L,BLOCK,htf_trend,
2025.05.06 00:32:00,L,BLOCK,htf_trend,
2025.05.06 00:33:00,L,BLOCK,htf_trend,
2025.05.06 00:34:00,L,BLOCK,htf_trend,
2025.05.06 00:35:00,L,BLOCK,htf_trend,
2025.05.06 00:36:00,L,BLOCK,htf_trend,
2025.05.06 00:37:00,L,BLOCK,htf_trend,
2025.05.06 00:38:00,L,BLOCK,htf_trend,
2025.05.06 00:39:00,L,BLOCK,htf_trend,
2025.05.06 00:40:00,L,BLOCK,htf_trend,
2025.05.06 00:41:00,L,BLOCK,htf_trend,
2025.05.06 00:42:00,L,BLOCK,htf_trend,
2025.05.06 00:43:00,L,BLOCK,htf_trend,
2025.05.06 00:44:00,L,BLOCK,htf_trend,
2025.05.06 00:45:00,L,BLOCK,htf_trend,
2025.05.06 02:49:00,L,BLOCK,htf_trend,
2025.05.06 02:50:00,L,BLOCK,htf_trend,
2025.05.06 02:51:00,L,BLOCK,htf_trend,
2025.05.06 02:52:00,L,BLOCK,htf_trend,
2025.05.06 02:53:00,L,BLOCK,htf_trend,
2025.05.06 02:54:00,L,BLOCK,htf_trend,
2025.05.06 02:55:00,L,BLOCK,htf_trend,
2025.05.06 02:56:00,L,BLOCK,htf_trend,
2025.05.06 02:57:00,L,BLOCK,htf_trend,
2025.05.06 02:58:00,L,BLOCK,htf_trend,
2025.05.06 02:59:00,L,BLOCK,htf_trend,
2025.05.06 03:00:00,L,BLOCK,htf_trend,
2025.05.06 03:01:00,L,BLOCK,htf_trend,
2025.05.06 03:02:00,L,BLOCK,htf_trend,
2025.05.06 03:03:00,L,BLOCK,htf_trend,
2025.05.06 03:04:00,L,BLOCK,htf_trend,
2025.05.06 03:05:00,L,BLOCK,htf_trend,
2025.05.06 03:06:00,L,BLOCK,htf_trend,
2025.05.06 03:07:00,L,BLOCK,htf_trend,
2025.05.06 03:08:00,L,BLOCK,htf_trend,
2025.05.06 03:09:00,L,BLOCK,htf_trend,
2025.05.06 03:10:00,L,BLOCK,htf_trend,
2025.05.06 03:11:00,L,BLOCK,htf_trend,
2025.05.06 03:12:00,L,BLOCK,htf_trend,
2025.05.06 03:13:00,L,BLOCK,htf_trend,
2025.05.06 03:14:00,L,BLOCK,htf_trend,
2025.05.06 03:17:00,L,BLOCK,htf_trend,
2025.05.06 05:10:00,L,BLOCK,htf_trend,
2025.05.06 05:11:00,L,BLOCK,htf_trend,
2025.05.06 05:14:00,L,BLOCK,htf_trend,
2025.05.06 05:15:00,L,BLOCK,htf_trend,
2025.05.06 05:16:00,L,BLOCK,htf_trend,
2025.05.06 05:17:00,L,BLOCK,htf_trend,
2025.05.06 05:18:00,L,BLOCK,htf_trend,
2025.05.06 05:19:00,L,BLOCK,htf_trend,
2025.05.06 05:20:00,L,BLOCK,htf_trend,
2025.05.06 05:21:00,L,BLOCK,htf_trend,
2025.05.06 05:22:00,L,BLOCK,htf_trend,
2025.05.06 05:23:00,L,BLOCK,htf_trend,
2025.05.06 05:24:00,L,BLOCK,htf_trend,
2025.05.06 05:25:00,L,BLOCK,htf_trend,
2025.05.06 05:26:00,L,BLOCK,htf_trend,
2025.05.06 05:27:00,L,BLOCK,htf_trend,
2025.05.06 05:28:00,L,BLOCK,htf_trend,
2025.05.06 05:29:00,L,BLOCK,htf_trend,
2025.05.06 05:30:00,L,BLOCK,htf_trend,
2025.05.06 05:31:00,L,BLOCK,htf_trend,
2025.05.06 05:32:00,L,BLOCK,htf_trend,
2025.05.06 05:33:00,L,BLOCK,htf_trend,
2025.05.06 05:34:00,L,BLOCK,htf_trend,
2025.05.06 05:35:00,L,BLOCK,htf_trend,
2025.05.06 05:36:00,L,BLOCK,htf_trend,
2025.05.06 05:37:00,L,BLOCK,htf_trend,
2025.05.06 05:38:00,L,BLOCK,htf_trend,
2025.05.06 09:18:00,L,BLOCK,price_pos,px=3371.701,ema25=3377.259
2025.05.06 09:19:00,L,BLOCK,price_pos,px=3372.958,ema25=3376.831
2025.05.06 09:20:00,L,BLOCK,mtf,
2025.05.06 09:21:00,L,BLOCK,mtf,
2025.05.06 09:22:00,L,BLOCK,mtf,
2025.05.06 09:23:00,L,BLOCK,mtf,
2025.05.06 09:24:00,L,BLOCK,mtf,
2025.05.06 09:25:00,L,BLOCK,mtf,
2025.05.06 09:26:00,L,BLOCK,mtf,
2025.05.06 09:27:00,L,BLOCK,mtf,
2025.05.06 09:28:00,L,BLOCK,mtf,
2025.05.06 09:29:00,L,BLOCK,mtf,
2025.05.06 14:26:00,L,BLOCK,price_pos,px=3387.099,ema25=3393.864
2025.05.06 14:27:00,L,BLOCK,price_pos,px=3389.174,ema25=3393.344
2025.05.06 14:28:00,L,BLOCK,price_pos,px=3387.903,ema25=3393.023
2025.05.06 14:29:00,L,BLOCK,htf_trend,
2025.05.06 14:30:00,L,BLOCK,htf_trend,
2025.05.06 14:31:00,L,BLOCK,htf_trend,
2025.05.06 14:32:00,L,BLOCK,htf_trend,
2025.05.06 14:33:00,L,BLOCK,htf_trend,
2025.05.06 14:34:00,L,BLOCK,htf_trend,
2025.05.06 14:35:00,L,BLOCK,htf_trend,
2025.05.06 14:36:00,L,BLOCK,htf_trend,
2025.05.06 14:37:00,L,BLOCK,htf_trend,
2025.05.06 14:38:00,L,BLOCK,htf_trend,
2025.05.06 14:39:00,L,BLOCK,htf_trend,
2025.05.06 14:40:00,L,BLOCK,htf_trend,
2025.05.06 14:41:00,L,BLOCK,htf_trend,
2025.05.06 14:42:00,L,BLOCK,htf_trend,
2025.05.06 14:43:00,L,BLOCK,htf_trend,
2025.05.06 14:44:00,L,BLOCK,htf_trend,
2025.05.06 14:45:00,L,BLOCK,htf_trend,
2025.05.06 14:46:00,L,BLOCK,htf_trend,
2025.05.06 14:47:00,L,BLOCK,htf_trend,
2025.05.06 14:48:00,L,BLOCK,htf_trend,
2025.05.06 14:49:00,L,BLOCK,htf_trend,
2025.05.06 14:50:00,L,BLOCK,htf_trend,
2025.05.06 14:51:00,L,BLOCK,htf_trend,
2025.05.06 14:52:00,L,BLOCK,htf_trend,
2025.05.06 14:53:00,L,BLOCK,htf_trend,
2025.05.06 14:54:00,L,BLOCK,htf_trend,
2025.05.07 02:14:00,S,BLOCK,trend_strength,adx=17.33,min=19.50
2025.05.07 02:15:00,S,BLOCK,trend_strength,adx=16.89,min=19.50
2025.05.07 02:16:00,S,BLOCK,trend_strength,adx=19.49,min=19.50
2025.05.07 02:17:00,S,BLOCK,mtf,
2025.05.07 02:18:00,S,BLOCK,mtf,
2025.05.07 02:19:00,S,BLOCK,mtf,
2025.05.07 02:20:00,S,BLOCK,mtf,
2025.05.07 02:21:00,S,BLOCK,mtf,
2025.05.07 02:22:00,S,BLOCK,mtf,
2025.05.07 02:23:00,S,BLOCK,mtf,
2025.05.07 02:24:00,S,BLOCK,htf_trend,
2025.05.07 02:25:00,S,BLOCK,htf_trend,
2025.05.07 02:26:00,S,BLOCK,htf_trend,
2025.05.07 02:27:00,S,BLOCK,htf_trend,
2025.05.07 02:28:00,S,BLOCK,htf_trend,
2025.05.07 02:29:00,S,BLOCK,htf_trend,
2025.05.07 02:30:00,S,BLOCK,htf_trend,
2025.05.07 02:31:00,S,BLOCK,htf_trend,
2025.05.07 02:32:00,S,BLOCK,htf_trend,
2025.05.07 02:33:00,S,BLOCK,htf_trend,
2025.05.07 02:34:00,S,BLOCK,htf_trend,
2025.05.07 02:35:00,S,BLOCK,htf_trend,
2025.05.07 02:36:00,S,BLOCK,htf_trend,
2025.05.07 02:37:00,S,BLOCK,htf_trend,
2025.05.07 02:38:00,S,BLOCK,htf_trend,
2025.05.07 02:39:00,S,BLOCK,htf_trend,
2025.05.07 02:40:00,S,BLOCK,htf_trend,
2025.05.07 02:41:00,S,BLOCK,htf_trend,
2025.05.07 05:10:00,S,BLOCK,trend_strength,adx=17.26,min=19.50
2025.05.07 05:11:00,S,BLOCK,trend_strength,adx=17.49,min=19.50
2025.05.07 05:12:00,S,BLOCK,trend_strength,adx=17.69,min=19.50
2025.05.07 05:21:00,S,BLOCK,htf_trend,
2025.05.07 05:37:00,S,BLOCK,mtf,
2025.05.07 13:19:00,L,BLOCK,price_pos,px=3386.665,ema25=3389.276
2025.05.07 13:20:00,L,BLOCK,price_pos,px=3384.970,ema25=3389.075
2025.05.07 13:21:00,L,BLOCK,mtf,
2025.05.07 13:22:00,L,BLOCK,mtf,
2025.05.07 13:23:00,L,BLOCK,mtf,
2025.05.07 13:24:00,L,BLOCK,mtf,
2025.05.07 13:25:00,L,BLOCK,mtf,
2025.05.07 13:26:00,L,BLOCK,mtf,
2025.05.07 13:27:00,L,BLOCK,mtf,
2025.05.07 13:28:00,L,BLOCK,mtf,
2025.05.07 13:29:00,L,BLOCK,htf_trend,
2025.05.07 13:30:00,L,BLOCK,htf_trend,
2025.05.07 13:31:00,L,BLOCK,htf_trend,
2025.05.07 13:32:00,L,BLOCK,htf_trend,
2025.05.07 13:33:00,L,BLOCK,htf_trend,
2025.05.07 13:34:00,L,BLOCK,htf_trend,
2025.05.07 13:35:00,L,BLOCK,htf_trend,
2025.05.07 13:36:00,L,BLOCK,htf_trend,
2025.05.07 13:37:00,L,BLOCK,htf_trend,
2025.05.07 13:38:00,L,BLOCK,htf_trend,
2025.05.07 13:39:00,L,BLOCK,mtf,
2025.05.07 13:40:00,L,BLOCK,momentum,
2025.05.07 13:41:00,L,BLOCK,momentum,
2025.05.07 13:42:00,L,BLOCK,trend_quality,tq=5,min=6
2025.05.07 13:43:00,L,BLOCK,trend_quality,tq=5,min=6
2025.05.07 13:44:00,L,BLOCK,momentum,
2025.05.07 13:45:00,L,BLOCK,momentum,
2025.05.07 14:07:00,L,BLOCK,price_pos,px=3387.959,ema25=3392.873
2025.05.07 14:08:00,L,BLOCK,price_pos,px=3386.498,ema25=3392.495
2025.05.07 14:09:00,L,BLOCK,htf_trend,
2025.05.07 14:10:00,L,BLOCK,htf_trend,
2025.05.07 14:11:00,L,BLOCK,htf_trend,
2025.05.07 14:12:00,L,BLOCK,htf_trend,
2025.05.07 14:13:00,L,BLOCK,htf_trend,
2025.05.07 14:14:00,L,BLOCK,htf_trend,
2025.05.07 14:15:00,L,BLOCK,htf_trend,
2025.05.07 14:16:00,L,BLOCK,htf_trend,
2025.05.07 14:17:00,L,BLOCK,htf_trend,
2025.05.07 14:18:00,L,BLOCK,htf_trend,
2025.05.07 14:19:00,L,BLOCK,htf_trend,
2025.05.07 14:20:00,L,BLOCK,htf_trend,
2025.05.07 14:21:00,L,BLOCK,htf_trend,
2025.05.07 14:22:00,L,BLOCK,htf_trend,
2025.05.07 14:23:00,L,BLOCK,htf_trend,
2025.05.07 14:24:00,L,BLOCK,htf_trend,
2025.05.07 14:25:00,L,BLOCK,htf_trend,
2025.05.07 14:26:00,L,BLOCK,htf_trend,
2025.05.07 14:27:00,L,BLOCK,htf_trend,
2025.05.07 14:28:00,L,BLOCK,htf_trend,
2025.05.07 14:29:00,L,BLOCK,htf_trend,
2025.05.07 14:30:00,L,BLOCK,htf_trend,
2025.05.07 14:31:00,L,BLOCK,htf_trend,
2025.05.07 14:34:00,L,BLOCK,htf_trend,
2025.05.08 03:07:00,L,BLOCK,htf_trend,
2025.05.08 03:08:00,L,BLOCK,htf_trend,
2025.05.08 03:09:00,L,BLOCK,htf_trend,
2025.05.08 03:10:00,L,BLOCK,htf_trend,
2025.05.08 03:11:00,L,BLOCK,htf_trend,
2025.05.08 03:12:00,L,BLOCK,htf_trend,
2025.05.08 03:13:00,L,BLOCK,htf_trend,
2025.05.08 03:14:00,L,BLOCK,trend_quality,tq=0,min=6
2025.05.08 03:15:00,L,BLOCK,trend_quality,tq=5,min=6
2025.05.08 03:16:00,L,BLOCK,trend_quality,tq=5,min=6
2025.05.08 03:17:00,L,BLOCK,trend_quality,tq=5,min=6
2025.05.08 03:18:00,L,BLOCK,momentum,
2025.05.08 03:19:00,L,BLOCK,momentum,
2025.05.08 03:20:00,L,PASS,all,tq=6
2025.05.08 07:39:00,S,BLOCK,htf_trend,
2025.05.08 07:40:00,S,BLOCK,htf_trend,
2025.05.08 07:41:00,S,BLOCK,htf_trend,
2025.05.08 07:42:00,S,BLOCK,htf_trend,
2025.05.08 07:43:00,S,BLOCK,htf_trend,
2025.05.08 07:44:00,S,BLOCK,htf_trend,
2025.05.08 07:45:00,S,BLOCK,htf_trend,
2025.05.08 07:46:00,S,BLOCK,htf_trend,
2025.05.08 07:47:00,S,BLOCK,htf_trend,
2025.05.08 07:48:00,S,BLOCK,htf_trend,
2025.05.08 07:49:00,S,BLOCK,htf_trend,
2025.05.08 07:50:00,S,BLOCK,htf_trend,
2025.05.08 07:51:00,S,BLOCK,htf_trend,
2025.05.08 07:52:00,S,BLOCK,htf_trend,
2025.05.08 07:53:00,S,BLOCK,htf_trend,
2025.05.08 07:54:00,S,BLOCK,htf_trend,
2025.05.08 07:55:00,S,BLOCK,htf_trend,
2025.05.08 07:56:00,S,BLOCK,htf_trend,
2025.05.08 07:57:00,S,BLOCK,htf_trend,
2025.05.08 07:58:00,S,BLOCK,htf_trend,
2025.05.08 07:59:00,S,BLOCK,mtf,
2025.05.08 08:00:00,S,BLOCK,mtf,
2025.05.08 08:01:00,S,BLOCK,mtf,
2025.05.08 08:02:00,S,BLOCK,mtf,
2025.05.08 08:03:00,S,BLOCK,trend_strength,adx=18.96,min=19.50
2025.05.08 08:04:00,S,BLOCK,trend_strength,adx=16.44,min=19.50
2025.05.08 08:05:00,S,BLOCK,trend_strength,adx=16.71,min=19.50
2025.05.08 08:06:00,S,BLOCK,trend_strength,adx=17.69,min=19.50
2025.05.08 08:07:00,S,BLOCK,mtf,
2025.05.08 08:25:00,S,BLOCK,mtf,
2025.05.08 08:26:00,S,BLOCK,mtf,
2025.05.08 08:27:00,S,BLOCK,trend_strength,adx=18.96,min=19.50
2025.05.08 08:28:00,S,BLOCK,trend_strength,adx=16.72,min=19.50
2025.05.08 08:29:00,S,BLOCK,trend_strength,adx=18.11,min=19.50
2025.05.08 08:30:00,S,BLOCK,mtf,
2025.05.08 08:31:00,S,BLOCK,mtf,
2025.05.08 08:32:00,S,PASS,all,tq=9
2025.05.08 09:11:00,S,BLOCK,htf_trend,
2025.05.08 09:12:00,S,BLOCK,htf_trend,
2025.05.08 09:13:00,S,BLOCK,htf_trend,
2025.05.08 09:14:00,S,BLOCK,htf_trend,
2025.05.08 09:15:00,S,BLOCK,htf_trend,
2025.05.08 09:16:00,S,BLOCK,htf_trend,
2025.05.08 09:17:00,S,BLOCK,trend_strength,adx=19.00,min=19.50
2025.05.08 09:18:00,S,BLOCK,htf_trend,
2025.05.08 09:19:00,S,BLOCK,mtf,
2025.05.08 09:20:00,S,BLOCK,mtf,
2025.05.08 09:21:00,S,BLOCK,mtf,
2025.05.08 09:22:00,S,BLOCK,mtf,
2025.05.08 09:23:00,S,BLOCK,mtf,
2025.05.08 09:24:00,S,BLOCK,mtf,
2025.05.08 09:25:00,S,BLOCK,mtf,
2025.05.08 09:26:00,S,BLOCK,momentum,
2025.05.08 09:27:00,S,BLOCK,momentum,
2025.05.08 09:28:00,S,BLOCK,momentum,
2025.05.08 09:29:00,S,PASS,all,tq=8
2025.05.09 02:45:00,S,BLOCK,price_pos,px=3299.574,ema25=3288.961
2025.05.09 02:46:00,S,BLOCK,price_pos,px=3298.761,ema25=3289.778
2025.05.09 02:47:00,S,BLOCK,price_pos,px=3298.468,ema25=3290.469
2025.05.09 02:48:00,S,BLOCK,price_pos,px=3298.596,ema25=3291.084
2025.05.09 02:49:00,S,BLOCK,htf_trend,
2025.05.09 02:50:00,S,BLOCK,htf_trend,
2025.05.09 02:51:00,S,BLOCK,htf_trend,
2025.05.09 02:52:00,S,BLOCK,htf_trend,
2025.05.09 02:53:00,S,BLOCK,htf_trend,
2025.05.09 02:54:00,S,BLOCK,htf_trend,
2025.05.09 02:55:00,S,BLOCK,htf_trend,
2025.05.09 02:56:00,S,BLOCK,htf_trend,
2025.05.09 02:57:00,S,BLOCK,htf_trend,
2025.05.09 02:58:00,S,BLOCK,htf_trend,
2025.05.09 02:59:00,S,BLOCK,htf_trend,
2025.05.09 03:00:00,S,BLOCK,htf_trend,
2025.05.09 03:01:00,S,BLOCK,htf_trend,
2025.05.09 03:02:00,S,BLOCK,htf_trend,
2025.05.09 03:03:00,S,BLOCK,htf_trend,
2025.05.09 03:04:00,S,BLOCK,htf_trend,
2025.05.09 03:05:00,S,BLOCK,htf_trend,
2025.05.09 03:06:00,S,BLOCK,htf_trend,
2025.05.09 03:07:00,S,BLOCK,htf_trend,
2025.05.09 03:08:00,S,BLOCK,htf_trend,
2025.05.09 03:09:00,S,BLOCK,htf_trend,
2025.05.09 03:10:00,S,BLOCK,htf_trend,
2025.05.09 03:11:00,S,BLOCK,htf_trend,
2025.05.09 03:12:00,S,BLOCK,htf_trend,
2025.05.09 03:13:00,S,BLOCK,htf_trend,
2025.05.09 08:07:00,L,BLOCK,mtf,
2025.05.09 08:08:00,L,BLOCK,mtf,
2025.05.09 08:09:00,L,BLOCK,htf_trend,
2025.05.09 08:10:00,L,BLOCK,htf_trend,
2025.05.09 08:11:00,L,BLOCK,htf_trend,
2025.05.09 08:12:00,L,BLOCK,htf_trend,
2025.05.09 08:13:00,L,BLOCK,htf_trend,
2025.05.09 08:14:00,L,BLOCK,htf_trend,
2025.05.09 08:15:00,L,BLOCK,htf_trend,
2025.05.09 08:16:00,L,BLOCK,htf_trend,
2025.05.09 08:17:00,L,BLOCK,htf_trend,
2025.05.09 08:18:00,L,BLOCK,htf_trend,
2025.05.09 08:19:00,L,BLOCK,htf_trend,
2025.05.09 08:20:00,L,BLOCK,htf_trend,
2025.05.09 08:21:00,L,BLOCK,htf_trend,
2025.05.09 12:57:00,L,BLOCK,momentum,
2025.05.09 12:58:00,L,BLOCK,momentum,
2025.05.09 12:59:00,L,BLOCK,momentum,
2025.05.09 13:00:00,L,BLOCK,momentum,
2025.05.09 13:01:00,L,BLOCK,momentum,
2025.05.09 13:02:00,L,BLOCK,momentum,
2025.05.09 13:03:00,L,BLOCK,price_pos,px=3332.240,ema25=3332.873
2025.05.09 13:04:00,L,BLOCK,price_pos,px=3332.082,ema25=3332.824
2025.05.09 13:05:00,L,BLOCK,price_pos,px=3330.059,ema25=3332.767
2025.05.09 13:06:00,L,BLOCK,price_pos,px=3330.265,ema25=3332.559
2025.05.09 13:08:00,L,BLOCK,price_pos,px=3331.647,ema25=3332.210
2025.05.09 13:09:00,L,BLOCK,price_pos,px=3332.108,ema25=3332.167
2025.05.09 13:10:00,L,BLOCK,price_pos,px=3329.986,ema25=3332.162
2025.05.09 13:11:00,L,BLOCK,price_pos,px=3329.619,ema25=3331.995
2025.05.09 13:12:00,L,BLOCK,mtf,
2025.05.09 13:15:00,L,BLOCK,trend_strength,adx=16.77,min=19.50
2025.05.09 13:16:00,L,BLOCK,trend_strength,adx=16.82,min=19.50
2025.05.09 13:18:00,L,BLOCK,trend_strength,adx=17.31,min=19.50
2025.05.09 13:19:00,L,BLOCK,momentum,
2025.05.09 13:20:00,L,BLOCK,momentum,
2025.05.09 13:21:00,L,BLOCK,momentum,
2025.05.09 13:22:00,L,BLOCK,momentum,
2025.05.09 13:23:00,L,BLOCK,momentum,
2025.05.09 13:24:00,L,PASS,all,tq=8
2025.05.09 13:58:00,L,BLOCK,price_pos,px=3331.159,ema25=3334.765
2025.05.09 13:59:00,L,BLOCK,htf_trend,
2025.05.09 14:00:00,L,BLOCK,htf_trend,
2025.05.09 14:01:00,L,BLOCK,htf_trend,
2025.05.09 14:02:00,L,BLOCK,htf_trend,
2025.05.09 14:03:00,L,BLOCK,htf_trend,
2025.05.09 14:04:00,L,BLOCK,htf_trend,
2025.05.09 14:05:00,L,BLOCK,htf_trend,
2025.05.09 14:06:00,L,BLOCK,htf_trend,
2025.05.09 14:07:00,L,BLOCK,htf_trend,
2025.05.09 14:08:00,L,BLOCK,htf_trend,
2025.05.09 14:09:00,L,BLOCK,htf_trend,
2025.05.09 14:10:00,L,BLOCK,htf_trend,
2025.05.09 14:11:00,L,BLOCK,htf_trend,
2025.05.09 14:12:00,L,BLOCK,htf_trend,
2025.05.09 14:13:00,L,BLOCK,htf_trend,
2025.05.09 14:14:00,L,BLOCK,htf_trend,
2025.05.09 14:15:00,L,BLOCK,htf_trend,
2025.05.09 14:16:00,L,BLOCK,htf_trend,
2025.05.09 14:17:00,L,BLOCK,htf_trend,
2025.05.09 14:18:00,L,BLOCK,htf_trend,
2025.05.09 14:19:00,L,BLOCK,htf_trend,
2025.05.09 14:20:00,L,BLOCK,htf_trend,
2025.05.09 14:21:00,L,BLOCK,htf_trend,
2025.05.09 14:22:00,L,BLOCK,htf_trend,
2025.05.09 14:23:00,L,BLOCK,htf_trend,
2025.05.09 14:24:00,L,BLOCK,mtf,
2025.05.09 14:25:00,L,BLOCK,mtf,
2025.05.09 14:26:00,L,BLOCK,mtf,
2025.05.11 23:59:00,S,BLOCK,htf_trend,
2025.05.12 00:00:00,S,BLOCK,htf_trend,
2025.05.12 00:01:00,S,BLOCK,htf_trend,
2025.05.12 00:02:00,S,BLOCK,htf_trend,
2025.05.12 00:03:00,S,BLOCK,htf_trend,
2025.05.12 00:04:00,S,BLOCK,htf_trend,
2025.05.12 00:05:00,S,BLOCK,htf_trend,
2025.05.12 00:06:00,S,BLOCK,htf_trend,
2025.05.12 00:07:00,S,BLOCK,htf_trend,
2025.05.12 00:08:00,S,BLOCK,htf_trend,
2025.05.12 00:09:00,S,BLOCK,htf_trend,
2025.05.12 00:10:00,S,BLOCK,htf_trend,
2025.05.12 00:11:00,S,BLOCK,htf_trend,
2025.05.12 00:12:00,S,BLOCK,htf_trend,
2025.05.12 00:13:00,S,BLOCK,trend_strength,adx=17.49,min=19.50
2025.05.12 00:14:00,S,BLOCK,trend_strength,adx=18.44,min=19.50
2025.05.12 00:15:00,S,BLOCK,htf_trend,
2025.05.12 00:16:00,S,BLOCK,trend_strength,adx=18.58,min=19.50
2025.05.12 00:17:00,S,BLOCK,trend_strength,adx=18.91,min=19.50
2025.05.12 00:19:00,S,BLOCK,trend_strength,adx=17.02,min=19.50
2025.05.12 00:20:00,S,BLOCK,trend_strength,adx=18.53,min=19.50
2025.05.12 00:21:00,S,BLOCK,mtf,
2025.05.12 00:22:00,S,BLOCK,mtf,
2025.05.12 00:23:00,S,BLOCK,mtf,
2025.05.12 00:24:00,S,BLOCK,mtf,
2025.05.12 00:25:00,S,BLOCK,mtf,
2025.05.12 02:02:00,S,BLOCK,price_pos,px=3278.548,ema25=3271.963
2025.05.12 02:03:00,S,BLOCK,mtf,
2025.05.12 02:04:00,S,BLOCK,htf_trend,
2025.05.12 02:06:00,S,BLOCK,htf_trend,
2025.05.12 02:07:00,S,BLOCK,trend_strength,adx=18.98,min=19.50
2025.05.12 02:08:00,S,BLOCK,trend_strength,adx=19.33,min=19.50
2025.05.12 02:09:00,S,BLOCK,trend_strength,adx=17.19,min=19.50
2025.05.12 02:10:00,S,BLOCK,trend_strength,adx=16.39,min=19.50
2025.05.12 02:11:00,S,BLOCK,trend_strength,adx=15.96,min=19.50
2025.05.12 02:12:00,S,BLOCK,trend_strength,adx=15.58,min=19.50
2025.05.12 02:13:00,S,BLOCK,trend_strength,adx=16.96,min=19.50
2025.05.12 02:14:00,S,BLOCK,trend_strength,adx=15.90,min=19.50
2025.05.12 02:17:00,S,BLOCK,trend_strength,adx=15.45,min=19.50
2025.05.12 02:21:00,S,BLOCK,htf_trend,
2025.05.12 02:22:00,S,BLOCK,htf_trend,
2025.05.12 02:23:00,S,BLOCK,htf_trend,
2025.05.12 02:24:00,S,BLOCK,mtf,
2025.05.12 02:25:00,S,BLOCK,mtf,
2025.05.12 02:26:00,S,BLOCK,mtf,
2025.05.12 02:28:00,S,BLOCK,mtf,
2025.05.12 02:29:00,S,BLOCK,htf_trend,
2025.05.12 02:30:00,S,BLOCK,htf_trend,
2025.05.12 03:14:00,S,BLOCK,mtf,
2025.05.12 03:15:00,S,BLOCK,mtf,
2025.05.12 03:16:00,S,BLOCK,mtf,
2025.05.12 03:17:00,S,BLOCK,mtf,
2025.05.12 03:19:00,S,BLOCK,mtf,
2025.05.12 03:20:00,S,BLOCK,mtf,
2025.05.12 03:21:00,S,BLOCK,mtf,
2025.05.12 03:22:00,S,BLOCK,mtf,
2025.05.12 03:23:00,S,BLOCK,mtf,
2025.05.12 03:24:00,S,BLOCK,htf_trend,
2025.05.12 03:25:00,S,BLOCK,htf_trend,
2025.05.12 03:26:00,S,BLOCK,htf_trend,
2025.05.12 03:27:00,S,BLOCK,htf_trend,
2025.05.12 03:28:00,S,BLOCK,htf_trend,
2025.05.12 03:29:00,S,BLOCK,htf_trend,
2025.05.12 06:00:00,S,BLOCK,price_pos,px=3278.778,ema25=3273.378
2025.05.12 06:01:00,S,BLOCK,price_pos,px=3278.341,ema25=3273.794
2025.05.12 06:02:00,S,BLOCK,price_pos,px=3278.465,ema25=3274.144
2025.05.12 06:03:00,S,BLOCK,price_pos,px=3277.870,ema25=3274.476
2025.05.12 06:04:00,S,BLOCK,htf_trend,
2025.05.12 06:05:00,S,BLOCK,htf_trend,
2025.05.12 06:06:00,S,BLOCK,htf_trend,
2025.05.12 06:07:00,S,BLOCK,htf_trend,
2025.05.12 06:08:00,S,BLOCK,htf_trend,
2025.05.12 06:09:00,S,BLOCK,htf_trend,
2025.05.12 06:10:00,S,BLOCK,htf_trend,
